,Time,rep,baseline,variable,value,glucose,inoc,glucose_conc,inoc_name
359,18.5903664,x,yes,E3,3.106601687,0,6,E,3
360,18.8403664,x,yes,E3,3.012967452,0,6,E,3
361,19.0903664,x,yes,E3,2.881216975,0,6,E,3
362,19.3403664,x,yes,E3,2.788783439,0,6,E,3
363,19.5903664,x,yes,E3,2.666687019,0,6,E,3
364,19.8403664,x,yes,E3,2.596237845,0,6,E,3
365,20.0903664,x,yes,E3,2.482100626,0,6,E,3
366,20.3403664,x,yes,E3,2.436350592,0,6,E,3
367,20.5903664,x,yes,E3,2.359146941,0,6,E,3
368,20.8403664,x,yes,E3,2.30304312,0,6,E,3
369,21.0903664,x,yes,E3,2.201133491,0,6,E,3
370,21.3403664,x,yes,E3,2.134984204,0,6,E,3
371,21.5903664,x,yes,E3,2.053570338,0,6,E,3
372,21.8403664,x,yes,E3,1.982555629,0,6,E,3
373,22.0903664,x,yes,E3,1.952248785,0,6,E,3
374,22.3403664,x,yes,E3,1.849086462,0,6,E,3
375,22.5903664,x,yes,E3,1.799851792,0,6,E,3
376,22.8403664,x,yes,E3,1.722823518,0,6,E,3
377,23.0903664,x,yes,E3,1.676625057,0,6,E,3
378,23.3403664,x,yes,E3,1.662219096,0,6,E,3
379,23.5903664,x,yes,E3,1.574882472,0,6,E,3
380,23.8403664,x,yes,E3,1.533894796,0,6,E,3
381,24.0903664,x,yes,E3,1.498130406,0,6,E,3
382,24.3403664,x,yes,E3,1.443771383,0,6,E,3
383,24.5903664,x,yes,E3,1.397681286,0,6,E,3
384,24.8403664,x,yes,E3,1.342014135,0,6,E,3
385,25.0903664,x,yes,E3,1.276147955,0,6,E,3
386,25.3403664,x,yes,E3,1.194156298,0,6,E,3
387,25.5903664,x,yes,E3,1.192564244,0,6,E,3
388,0.831919371,xi,yes,E3,0.227309526,0,6,E,3
389,1.081919371,xi,yes,E3,3.321142861,0,6,E,3
390,1.331919371,xi,yes,E3,6.702570993,0,6,E,3
391,1.581919371,xi,yes,E3,11.34656392,0,6,E,3
392,1.831919371,xi,yes,E3,14.12835116,0,6,E,3
393,2.081919371,xi,yes,E3,16.39593328,0,6,E,3
394,2.331919371,xi,yes,E3,21.60076918,0,6,E,3
395,2.581919371,xi,yes,E3,25.51118729,0,6,E,3
396,2.831919372,xi,yes,E3,28.01098274,0,6,E,3
397,3.081919372,xi,yes,E3,31.64253683,0,6,E,3
398,3.331919372,xi,yes,E3,33.93272512,0,6,E,3
399,3.581919372,xi,yes,E3,37.17490807,0,6,E,3
400,3.831919372,xi,yes,E3,39.92901995,0,6,E,3
401,4.081919372,xi,yes,E3,43.40809064,0,6,E,3
402,4.331919372,xi,yes,E3,46.11378801,0,6,E,3
403,4.581919372,xi,yes,E3,51.15732825,0,6,E,3
404,4.831919372,xi,yes,E3,53.35354368,0,6,E,3
405,5.081919372,xi,yes,E3,54.04146425,0,6,E,3
406,5.331919372,xi,yes,E3,51.50005982,0,6,E,3
407,5.581919372,xi,yes,E3,47.1766413,0,6,E,3
408,5.831919372,xi,yes,E3,44.68191822,0,6,E,3
409,6.081919372,xi,yes,E3,43.63051399,0,6,E,3
410,6.331919372,xi,yes,E3,42.41997434,0,6,E,3
411,6.581919372,xi,yes,E3,41.14069004,0,6,E,3
412,6.831919372,xi,yes,E3,40.12828503,0,6,E,3
413,7.081919372,xi,yes,E3,39.31113065,0,6,E,3
414,7.331919372,xi,yes,E3,38.59470363,0,6,E,3
415,7.581919372,xi,yes,E3,38.05229949,0,6,E,3
416,7.831919372,xi,yes,E3,37.54830186,0,6,E,3
417,8.081919372,xi,yes,E3,37.03311993,0,6,E,3
418,8.331919372,xi,yes,E3,36.64294043,0,6,E,3
419,8.581919372,xi,yes,E3,36.30512059,0,6,E,3
420,8.831919372,xi,yes,E3,36.14407858,0,6,E,3
421,9.081919372,xi,yes,E3,36.03919932,0,6,E,3
422,9.331919372,xi,yes,E3,35.93664026,0,6,E,3
423,9.581919372,xi,yes,E3,35.92060798,0,6,E,3
424,9.831919372,xi,yes,E3,35.82847074,0,6,E,3
425,10.08191937,xi,yes,E3,35.74403563,0,6,E,3
